PromptId,Order,Role,Agent,Phase,Slice,Title,File,RequiresEvidence,RequiresJudge,GateLevel,DependsOn,ExpectedEvidence,ExpectedJudge,RequiredInputs,RequiredOutputs,Status,Note,UpdatedAt,Attempt
M6-P1709,155,JUDGE,m6-judge,SLICE_M6.2H,M6.2H,M6_2H_SLICE_GATE_JUDGE,00-spec/prompts/0155_M6-P1709_M6_2H_SLICE_GATE_JUDGE.xml.md,true,true,JUDGE_GATE,M6-P1708,04-artifacts/evidence/prompts/M6-P1709.json,04-artifacts/evidence/judge/M6-P1709_JUDGE_FINAL_SIGN_OFF.json,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/slices/M6.2H.md;04-artifacts/evidence/prompts/M6-P1700.json;04-artifacts/evidence/prompts/M6-P1701.json;04-artifacts/evidence/prompts/M6-P1702.json;04-artifacts/evidence/prompts/M6-P1703.json;04-artifacts/evidence/prompts/M6-P1704.json;04-artifacts/evidence/prompts/M6-P1705.json;04-artifacts/evidence/prompts/M6-P1706.json;04-artifacts/evidence/prompts/M6-P1707.json;04-artifacts/evidence/prompts/M6-P1708.json,04-artifacts/evidence/prompts/M6-P1709.json;04-artifacts/evidence/judge/M6-P1709_JUDGE_FINAL_SIGN_OFF.json,TODO,,2026-09-07T22:39:39,0
M6-P1800,156,JUDGE,m6-judge,SLICE_M6.2I,M6.2I,M6_2I_ENTRY_GATE_JUDGE,00-spec/prompts/0156_M6-P1800_M6_2I_ENTRY_GATE_JUDGE.xml.md,true,true,JUDGE_GATE,M6-P1709,04-artifacts/evidence/prompts/M6-P1800.json,04-artifacts/evidence/judge/M6-P1800_JUDGE_FINAL_SIGN_OFF.json,00-spec/CLAUDE_CONTEXT_BRIEF.md;04-artifacts/state/IMPLEMENTATION_TARGET_LOCKED.json;00-spec/slices/M6.2I.md;00-spec/registers/CONTRACT_REGISTER.md;00-spec/registers/ENTRY_EVIDENCE_REGISTER.md;04-artifacts/evidence/prompts/M6-P1709.json;04-artifacts/evidence/entry/M6-ENTRY-002.json,04-artifacts/evidence/prompts/M6-P1800.json;04-artifacts/evidence/judge/M6-P1800_JUDGE_FINAL_SIGN_OFF.json,TODO,,2026-09-07T22:39:39,0
M6-P1801,157,CODER,m6-coder,SLICE_M6.2I,M6.2I,M6_2I_CODER_PLAN,00-spec/prompts/0157_M6-P1801_M6_2I_CODER_PLAN.xml.md,true,false,EVIDENCE_GATE,M6-P1800,04-artifacts/evidence/prompts/M6-P1801.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;04-artifacts/state/IMPLEMENTATION_TARGET_LOCKED.json;00-spec/slices/M6.2I.md;04-artifacts/analysis/design/ARCH_BASELINE.md;04-artifacts/evidence/prompts/M6-P1800.json,04-artifacts/evidence/prompts/M6-P1801.json;04-artifacts/impl/M6.2I/PLAN.md,TODO,,2026-09-07T22:39:39,0
M6-P1802,158,CODER,m6-coder,SLICE_M6.2I,M6.2I,M6_2I_CODER_IMPLEMENT,00-spec/prompts/0158_M6-P1802_M6_2I_CODER_IMPLEMENT.xml.md,true,false,EVIDENCE_GATE,M6-P1801,04-artifacts/evidence/prompts/M6-P1802.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;04-artifacts/state/IMPLEMENTATION_TARGET_LOCKED.json;00-spec/slices/M6.2I.md;04-artifacts/impl/M6.2I/PLAN.md;04-artifacts/evidence/prompts/M6-P1801.json,04-artifacts/evidence/prompts/M6-P1802.json;04-artifacts/impl/M6.2I/IMPLEMENTATION_NOTES.md,TODO,,2026-09-07T22:39:39,0
M6-P1803,159,TESTER,m6-tester,SLICE_M6.2I,M6.2I,M6_2I_TESTER_BUILD,00-spec/prompts/0159_M6-P1803_M6_2I_TESTER_BUILD.xml.md,true,false,EVIDENCE_GATE,M6-P1802,04-artifacts/evidence/prompts/M6-P1803.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;04-artifacts/state/IMPLEMENTATION_TARGET_LOCKED.json;00-spec/slices/M6.2I.md;00-spec/registers/SMOKE_REGISTER.md;04-artifacts/evidence/prompts/M6-P1802.json,04-artifacts/evidence/prompts/M6-P1803.json;04-artifacts/impl/M6.2I/tests/TEST_MANIFEST.md,TODO,,2026-09-07T22:39:39,0
M6-P1804,160,TESTER,m6-tester,SLICE_M6.2I,M6.2I,M6_2I_TESTER_RUN,00-spec/prompts/0160_M6-P1804_M6_2I_TESTER_RUN.xml.md,true,false,EVIDENCE_GATE,M6-P1803,04-artifacts/evidence/prompts/M6-P1804.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;04-artifacts/state/IMPLEMENTATION_TARGET_LOCKED.json;04-artifacts/impl/M6.2I/tests/TEST_MANIFEST.md;04-artifacts/evidence/prompts/M6-P1803.json,04-artifacts/evidence/prompts/M6-P1804.json;04-artifacts/test-reports/M6.2I/SMOKE_RESULTS.md,TODO,,2026-09-07T22:39:39,0
M6-P1805,161,BOUNDARY_ADVERSARY,m6-boundary-adversary,SLICE_M6.2I,M6.2I,M6_2I_BOUNDARY_ADVERSARY,00-spec/prompts/0161_M6-P1805_M6_2I_BOUNDARY_ADVERSARY.xml.md,true,false,EVIDENCE_GATE,M6-P1804,04-artifacts/evidence/prompts/M6-P1805.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/slices/M6.2I.md;04-artifacts/test-reports/M6.2I/SMOKE_RESULTS.md;04-artifacts/evidence/prompts/M6-P1804.json,04-artifacts/evidence/prompts/M6-P1805.json;04-artifacts/boundary-reports/M6.2I_boundary.md,TODO,,2026-09-07T22:39:39,0
M6-P1806,162,SECURITY_PII,m6-security-pii,SLICE_M6.2I,M6.2I,M6_2I_SECURITY_REVIEW,00-spec/prompts/0162_M6-P1806_M6_2I_SECURITY_REVIEW.xml.md,true,false,EVIDENCE_GATE,M6-P1805,04-artifacts/evidence/prompts/M6-P1806.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/slices/M6.2I.md;04-artifacts/boundary-reports/M6.2I_boundary.md;04-artifacts/evidence/prompts/M6-P1805.json,04-artifacts/evidence/prompts/M6-P1806.json;04-artifacts/security-reports/M6.2I_security.md,TODO,,2026-09-07T22:39:39,0
M6-P1807,163,PM_ORCHESTRATOR,m6-pm-orchestrator,SLICE_M6.2I,M6.2I,M6_2I_EVIDENCE_COLLECT,00-spec/prompts/0163_M6-P1807_M6_2I_EVIDENCE_COLLECT.xml.md,true,false,EVIDENCE_GATE,M6-P1806,04-artifacts/evidence/prompts/M6-P1807.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/slices/M6.2I.md;04-artifacts/evidence/prompts/M6-P1800.json;04-artifacts/evidence/prompts/M6-P1801.json;04-artifacts/evidence/prompts/M6-P1802.json;04-artifacts/evidence/prompts/M6-P1803.json;04-artifacts/evidence/prompts/M6-P1804.json;04-artifacts/evidence/prompts/M6-P1805.json;04-artifacts/evidence/prompts/M6-P1806.json,04-artifacts/evidence/prompts/M6-P1807.json;04-artifacts/evidence/prompts/M6_2I_EVIDENCE_INDEX.md,TODO,,2026-09-07T22:39:39,0
M6-P1808,164,ANALYST_ARCHITECT,m6-analyst-architect,SLICE_M6.2I,M6.2I,M6_2I_DOCS,00-spec/prompts/0164_M6-P1808_M6_2I_DOCS.xml.md,true,false,EVIDENCE_GATE,M6-P1807,04-artifacts/evidence/prompts/M6-P1808.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/slices/M6.2I.md;04-artifacts/evidence/prompts/M6-P1807.json,04-artifacts/evidence/prompts/M6-P1808.json;04-artifacts/analysis/slices/M6_2I_RUNBOOK.md,TODO,,2026-09-07T22:39:39,0
M6-P1809,165,JUDGE,m6-judge,SLICE_M6.2I,M6.2I,M6_2I_SLICE_GATE_JUDGE,00-spec/prompts/0165_M6-P1809_M6_2I_SLICE_GATE_JUDGE.xml.md,true,true,JUDGE_GATE,M6-P1808,04-artifacts/evidence/prompts/M6-P1809.json,04-artifacts/evidence/judge/M6-P1809_JUDGE_FINAL_SIGN_OFF.json,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/slices/M6.2I.md;04-artifacts/evidence/prompts/M6-P1800.json;04-artifacts/evidence/prompts/M6-P1801.json;04-artifacts/evidence/prompts/M6-P1802.json;04-artifacts/evidence/prompts/M6-P1803.json;04-artifacts/evidence/prompts/M6-P1804.json;04-artifacts/evidence/prompts/M6-P1805.json;04-artifacts/evidence/prompts/M6-P1806.json;04-artifacts/evidence/prompts/M6-P1807.json;04-artifacts/evidence/prompts/M6-P1808.json,04-artifacts/evidence/prompts/M6-P1809.json;04-artifacts/evidence/judge/M6-P1809_JUDGE_FINAL_SIGN_OFF.json,TODO,,2026-09-07T22:39:39,0
M6-P1900,166,JUDGE,m6-judge,SLICE_M6.2J,M6.2J,M6_2J_ENTRY_GATE_JUDGE,00-spec/prompts/0166_M6-P1900_M6_2J_ENTRY_GATE_JUDGE.xml.md,true,true,JUDGE_GATE,M6-P1809,04-artifacts/evidence/prompts/M6-P1900.json,04-artifacts/evidence/judge/M6-P1900_JUDGE_FINAL_SIGN_OFF.json,00-spec/CLAUDE_CONTEXT_BRIEF.md;04-artifacts/state/IMPLEMENTATION_TARGET_LOCKED.json;00-spec/slices/M6.2J.md;00-spec/registers/CONTRACT_REGISTER.md;00-spec/registers/ENTRY_EVIDENCE_REGISTER.md;04-artifacts/evidence/prompts/M6-P1809.json,04-artifacts/evidence/prompts/M6-P1900.json;04-artifacts/evidence/judge/M6-P1900_JUDGE_FINAL_SIGN_OFF.json,TODO,,2026-09-07T22:39:39,0
M6-P1901,167,CODER,m6-coder,SLICE_M6.2J,M6.2J,M6_2J_CODER_PLAN,00-spec/prompts/0167_M6-P1901_M6_2J_CODER_PLAN.xml.md,true,false,EVIDENCE_GATE,M6-P1900,04-artifacts/evidence/prompts/M6-P1901.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;04-artifacts/state/IMPLEMENTATION_TARGET_LOCKED.json;00-spec/slices/M6.2J.md;04-artifacts/analysis/design/ARCH_BASELINE.md;04-artifacts/evidence/prompts/M6-P1900.json,04-artifacts/evidence/prompts/M6-P1901.json;04-artifacts/impl/M6.2J/PLAN.md,TODO,,2026-09-07T22:39:39,0
M6-P1902,168,CODER,m6-coder,SLICE_M6.2J,M6.2J,M6_2J_CODER_IMPLEMENT,00-spec/prompts/0168_M6-P1902_M6_2J_CODER_IMPLEMENT.xml.md,true,false,EVIDENCE_GATE,M6-P1901,04-artifacts/evidence/prompts/M6-P1902.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;04-artifacts/state/IMPLEMENTATION_TARGET_LOCKED.json;00-spec/slices/M6.2J.md;04-artifacts/impl/M6.2J/PLAN.md;04-artifacts/evidence/prompts/M6-P1901.json,04-artifacts/evidence/prompts/M6-P1902.json;04-artifacts/impl/M6.2J/IMPLEMENTATION_NOTES.md,TODO,,2026-09-07T22:39:39,0
M6-P1903,169,TESTER,m6-tester,SLICE_M6.2J,M6.2J,M6_2J_TESTER_BUILD,00-spec/prompts/0169_M6-P1903_M6_2J_TESTER_BUILD.xml.md,true,false,EVIDENCE_GATE,M6-P1902,04-artifacts/evidence/prompts/M6-P1903.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;04-artifacts/state/IMPLEMENTATION_TARGET_LOCKED.json;00-spec/slices/M6.2J.md;00-spec/registers/SMOKE_REGISTER.md;04-artifacts/evidence/prompts/M6-P1902.json,04-artifacts/evidence/prompts/M6-P1903.json;04-artifacts/impl/M6.2J/tests/TEST_MANIFEST.md,TODO,,2026-09-07T22:39:39,0
M6-P1904,170,TESTER,m6-tester,SLICE_M6.2J,M6.2J,M6_2J_TESTER_RUN,00-spec/prompts/0170_M6-P1904_M6_2J_TESTER_RUN.xml.md,true,false,EVIDENCE_GATE,M6-P1903,04-artifacts/evidence/prompts/M6-P1904.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;04-artifacts/state/IMPLEMENTATION_TARGET_LOCKED.json;04-artifacts/impl/M6.2J/tests/TEST_MANIFEST.md;04-artifacts/evidence/prompts/M6-P1903.json,04-artifacts/evidence/prompts/M6-P1904.json;04-artifacts/test-reports/M6.2J/SMOKE_RESULTS.md,TODO,,2026-09-07T22:39:39,0
M6-P1905,171,BOUNDARY_ADVERSARY,m6-boundary-adversary,SLICE_M6.2J,M6.2J,M6_2J_BOUNDARY_ADVERSARY,00-spec/prompts/0171_M6-P1905_M6_2J_BOUNDARY_ADVERSARY.xml.md,true,false,EVIDENCE_GATE,M6-P1904,04-artifacts/evidence/prompts/M6-P1905.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/slices/M6.2J.md;04-artifacts/test-reports/M6.2J/SMOKE_RESULTS.md;04-artifacts/evidence/prompts/M6-P1904.json,04-artifacts/evidence/prompts/M6-P1905.json;04-artifacts/boundary-reports/M6.2J_boundary.md,TODO,,2026-09-07T22:39:39,0
M6-P1906,172,SECURITY_PII,m6-security-pii,SLICE_M6.2J,M6.2J,M6_2J_SECURITY_REVIEW,00-spec/prompts/0172_M6-P1906_M6_2J_SECURITY_REVIEW.xml.md,true,false,EVIDENCE_GATE,M6-P1905,04-artifacts/evidence/prompts/M6-P1906.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/slices/M6.2J.md;04-artifacts/boundary-reports/M6.2J_boundary.md;04-artifacts/evidence/prompts/M6-P1905.json,04-artifacts/evidence/prompts/M6-P1906.json;04-artifacts/security-reports/M6.2J_security.md,TODO,,2026-09-07T22:39:39,0
M6-P1907,173,PM_ORCHESTRATOR,m6-pm-orchestrator,SLICE_M6.2J,M6.2J,M6_2J_EVIDENCE_COLLECT,00-spec/prompts/0173_M6-P1907_M6_2J_EVIDENCE_COLLECT.xml.md,true,false,EVIDENCE_GATE,M6-P1906,04-artifacts/evidence/prompts/M6-P1907.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/slices/M6.2J.md;04-artifacts/evidence/prompts/M6-P1900.json;04-artifacts/evidence/prompts/M6-P1901.json;04-artifacts/evidence/prompts/M6-P1902.json;04-artifacts/evidence/prompts/M6-P1903.json;04-artifacts/evidence/prompts/M6-P1904.json;04-artifacts/evidence/prompts/M6-P1905.json;04-artifacts/evidence/prompts/M6-P1906.json,04-artifacts/evidence/prompts/M6-P1907.json;04-artifacts/evidence/prompts/M6_2J_EVIDENCE_INDEX.md,TODO,,2026-09-07T22:39:39,0
M6-P1908,174,ANALYST_ARCHITECT,m6-analyst-architect,SLICE_M6.2J,M6.2J,M6_2J_DOCS,00-spec/prompts/0174_M6-P1908_M6_2J_DOCS.xml.md,true,false,EVIDENCE_GATE,M6-P1907,04-artifacts/evidence/prompts/M6-P1908.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/slices/M6.2J.md;04-artifacts/evidence/prompts/M6-P1907.json,04-artifacts/evidence/prompts/M6-P1908.json;04-artifacts/analysis/slices/M6_2J_RUNBOOK.md,TODO,,2026-09-07T22:39:39,0
M6-P1909,175,JUDGE,m6-judge,SLICE_M6.2J,M6.2J,M6_2J_SLICE_GATE_JUDGE,00-spec/prompts/0175_M6-P1909_M6_2J_SLICE_GATE_JUDGE.xml.md,true,true,JUDGE_GATE,M6-P1908,04-artifacts/evidence/prompts/M6-P1909.json,04-artifacts/evidence/judge/M6-P1909_JUDGE_FINAL_SIGN_OFF.json,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/slices/M6.2J.md;04-artifacts/evidence/prompts/M6-P1900.json;04-artifacts/evidence/prompts/M6-P1901.json;04-artifacts/evidence/prompts/M6-P1902.json;04-artifacts/evidence/prompts/M6-P1903.json;04-artifacts/evidence/prompts/M6-P1904.json;04-artifacts/evidence/prompts/M6-P1905.json;04-artifacts/evidence/prompts/M6-P1906.json;04-artifacts/evidence/prompts/M6-P1907.json;04-artifacts/evidence/prompts/M6-P1908.json,04-artifacts/evidence/prompts/M6-P1909.json;04-artifacts/evidence/judge/M6-P1909_JUDGE_FINAL_SIGN_OFF.json,TODO,,2026-09-07T22:39:39,0
M6-P2000,176,JUDGE,m6-judge,SLICE_M6.2K,M6.2K,M6_2K_ENTRY_GATE_JUDGE,00-spec/prompts/0176_M6-P2000_M6_2K_ENTRY_GATE_JUDGE.xml.md,true,true,JUDGE_GATE,M6-P1909,04-artifacts/evidence/prompts/M6-P2000.json,04-artifacts/evidence/judge/M6-P2000_JUDGE_FINAL_SIGN_OFF.json,00-spec/CLAUDE_CONTEXT_BRIEF.md;04-artifacts/state/IMPLEMENTATION_TARGET_LOCKED.json;00-spec/slices/M6.2K.md;00-spec/registers/CONTRACT_REGISTER.md;00-spec/registers/ENTRY_EVIDENCE_REGISTER.md;04-artifacts/evidence/prompts/M6-P1909.json,04-artifacts/evidence/prompts/M6-P2000.json;04-artifacts/evidence/judge/M6-P2000_JUDGE_FINAL_SIGN_OFF.json,TODO,,2026-09-07T22:39:39,0
M6-P2001,177,CODER,m6-coder,SLICE_M6.2K,M6.2K,M6_2K_CODER_PLAN,00-spec/prompts/0177_M6-P2001_M6_2K_CODER_PLAN.xml.md,true,false,EVIDENCE_GATE,M6-P2000,04-artifacts/evidence/prompts/M6-P2001.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;04-artifacts/state/IMPLEMENTATION_TARGET_LOCKED.json;00-spec/slices/M6.2K.md;04-artifacts/analysis/design/ARCH_BASELINE.md;04-artifacts/evidence/prompts/M6-P2000.json,04-artifacts/evidence/prompts/M6-P2001.json;04-artifacts/impl/M6.2K/PLAN.md,TODO,,2026-09-07T22:39:39,0
M6-P2002,178,CODER,m6-coder,SLICE_M6.2K,M6.2K,M6_2K_CODER_IMPLEMENT,00-spec/prompts/0178_M6-P2002_M6_2K_CODER_IMPLEMENT.xml.md,true,false,EVIDENCE_GATE,M6-P2001,04-artifacts/evidence/prompts/M6-P2002.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;04-artifacts/state/IMPLEMENTATION_TARGET_LOCKED.json;00-spec/slices/M6.2K.md;04-artifacts/impl/M6.2K/PLAN.md;04-artifacts/evidence/prompts/M6-P2001.json,04-artifacts/evidence/prompts/M6-P2002.json;04-artifacts/impl/M6.2K/IMPLEMENTATION_NOTES.md,TODO,,2026-09-07T22:39:39,0
M6-P2003,179,TESTER,m6-tester,SLICE_M6.2K,M6.2K,M6_2K_TESTER_BUILD,00-spec/prompts/0179_M6-P2003_M6_2K_TESTER_BUILD.xml.md,true,false,EVIDENCE_GATE,M6-P2002,04-artifacts/evidence/prompts/M6-P2003.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;04-artifacts/state/IMPLEMENTATION_TARGET_LOCKED.json;00-spec/slices/M6.2K.md;00-spec/registers/SMOKE_REGISTER.md;04-artifacts/evidence/prompts/M6-P2002.json,04-artifacts/evidence/prompts/M6-P2003.json;04-artifacts/impl/M6.2K/tests/TEST_MANIFEST.md,TODO,,2026-09-07T22:39:39,0
M6-P2004,180,TESTER,m6-tester,SLICE_M6.2K,M6.2K,M6_2K_TESTER_RUN,00-spec/prompts/0180_M6-P2004_M6_2K_TESTER_RUN.xml.md,true,false,EVIDENCE_GATE,M6-P2003,04-artifacts/evidence/prompts/M6-P2004.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;04-artifacts/state/IMPLEMENTATION_TARGET_LOCKED.json;04-artifacts/impl/M6.2K/tests/TEST_MANIFEST.md;04-artifacts/evidence/prompts/M6-P2003.json,04-artifacts/evidence/prompts/M6-P2004.json;04-artifacts/test-reports/M6.2K/SMOKE_RESULTS.md,TODO,,2026-09-07T22:39:39,0
M6-P2005,181,BOUNDARY_ADVERSARY,m6-boundary-adversary,SLICE_M6.2K,M6.2K,M6_2K_BOUNDARY_ADVERSARY,00-spec/prompts/0181_M6-P2005_M6_2K_BOUNDARY_ADVERSARY.xml.md,true,false,EVIDENCE_GATE,M6-P2004,04-artifacts/evidence/prompts/M6-P2005.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/slices/M6.2K.md;04-artifacts/test-reports/M6.2K/SMOKE_RESULTS.md;04-artifacts/evidence/prompts/M6-P2004.json,04-artifacts/evidence/prompts/M6-P2005.json;04-artifacts/boundary-reports/M6.2K_boundary.md,TODO,,2026-09-07T22:39:39,0
M6-P2006,182,SECURITY_PII,m6-security-pii,SLICE_M6.2K,M6.2K,M6_2K_SECURITY_REVIEW,00-spec/prompts/0182_M6-P2006_M6_2K_SECURITY_REVIEW.xml.md,true,false,EVIDENCE_GATE,M6-P2005,04-artifacts/evidence/prompts/M6-P2006.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/slices/M6.2K.md;04-artifacts/boundary-reports/M6.2K_boundary.md;04-artifacts/evidence/prompts/M6-P2005.json,04-artifacts/evidence/prompts/M6-P2006.json;04-artifacts/security-reports/M6.2K_security.md,TODO,,2026-09-07T22:39:39,0
M6-P2007,183,PM_ORCHESTRATOR,m6-pm-orchestrator,SLICE_M6.2K,M6.2K,M6_2K_EVIDENCE_COLLECT,00-spec/prompts/0183_M6-P2007_M6_2K_EVIDENCE_COLLECT.xml.md,true,false,EVIDENCE_GATE,M6-P2006,04-artifacts/evidence/prompts/M6-P2007.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/slices/M6.2K.md;04-artifacts/evidence/prompts/M6-P2000.json;04-artifacts/evidence/prompts/M6-P2001.json;04-artifacts/evidence/prompts/M6-P2002.json;04-artifacts/evidence/prompts/M6-P2003.json;04-artifacts/evidence/prompts/M6-P2004.json;04-artifacts/evidence/prompts/M6-P2005.json;04-artifacts/evidence/prompts/M6-P2006.json,04-artifacts/evidence/prompts/M6-P2007.json;04-artifacts/evidence/prompts/M6_2K_EVIDENCE_INDEX.md,TODO,,2026-09-07T22:39:39,0
M6-P2008,184,ANALYST_ARCHITECT,m6-analyst-architect,SLICE_M6.2K,M6.2K,M6_2K_DOCS,00-spec/prompts/0184_M6-P2008_M6_2K_DOCS.xml.md,true,false,EVIDENCE_GATE,M6-P2007,04-artifacts/evidence/prompts/M6-P2008.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/slices/M6.2K.md;04-artifacts/evidence/prompts/M6-P2007.json,04-artifacts/evidence/prompts/M6-P2008.json;04-artifacts/analysis/slices/M6_2K_RUNBOOK.md,TODO,,2026-09-07T22:39:39,0
M6-P2009,185,JUDGE,m6-judge,SLICE_M6.2K,M6.2K,M6_2K_SLICE_GATE_JUDGE,00-spec/prompts/0185_M6-P2009_M6_2K_SLICE_GATE_JUDGE.xml.md,true,true,JUDGE_GATE,M6-P2008,04-artifacts/evidence/prompts/M6-P2009.json,04-artifacts/evidence/judge/M6-P2009_JUDGE_FINAL_SIGN_OFF.json,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/slices/M6.2K.md;04-artifacts/evidence/prompts/M6-P2000.json;04-artifacts/evidence/prompts/M6-P2001.json;04-artifacts/evidence/prompts/M6-P2002.json;04-artifacts/evidence/prompts/M6-P2003.json;04-artifacts/evidence/prompts/M6-P2004.json;04-artifacts/evidence/prompts/M6-P2005.json;04-artifacts/evidence/prompts/M6-P2006.json;04-artifacts/evidence/prompts/M6-P2007.json;04-artifacts/evidence/prompts/M6-P2008.json,04-artifacts/evidence/prompts/M6-P2009.json;04-artifacts/evidence/judge/M6-P2009_JUDGE_FINAL_SIGN_OFF.json,TODO,,2026-09-07T22:39:39,0
M6-P3000,186,ANALYST_ARCHITECT,m6-analyst-architect,PR_PILOT,PR_PILOT,E2E_CHAIN_REVIEW,00-spec/prompts/0186_M6-P3000_E2E_CHAIN_REVIEW.xml.md,true,false,EVIDENCE_GATE,M6-P2009,04-artifacts/evidence/prompts/M6-P3000.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/registers/DECISION_REGISTER.md,04-artifacts/evidence/prompts/M6-P3000.json;04-artifacts/analysis/pilot/E2E_CHAIN_REVIEW.md,TODO,,2026-09-07T22:39:39,0
M6-P3001,187,TESTER,m6-tester,PR_PILOT,PR_PILOT,E2E_SMOKE_VALIDATION,00-spec/prompts/0187_M6-P3001_E2E_SMOKE_VALIDATION.xml.md,true,false,EVIDENCE_GATE,M6-P3000,04-artifacts/evidence/prompts/M6-P3001.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/registers/DECISION_REGISTER.md,04-artifacts/evidence/prompts/M6-P3001.json,TODO,,2026-09-07T22:39:39,0
M6-P3002,188,BOUNDARY_ADVERSARY,m6-boundary-adversary,PR_PILOT,PR_PILOT,BOUNDARY_FULL_PASS,00-spec/prompts/0188_M6-P3002_BOUNDARY_FULL_PASS.xml.md,true,false,EVIDENCE_GATE,M6-P3001,04-artifacts/evidence/prompts/M6-P3002.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/registers/DECISION_REGISTER.md,04-artifacts/evidence/prompts/M6-P3002.json,TODO,,2026-09-07T22:39:39,0
M6-P3003,189,SECURITY_PII,m6-security-pii,PR_PILOT,PR_PILOT,SECURITY_FULL_PASS,00-spec/prompts/0189_M6-P3003_SECURITY_FULL_PASS.xml.md,true,false,EVIDENCE_GATE,M6-P3002,04-artifacts/evidence/prompts/M6-P3003.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/registers/DECISION_REGISTER.md,04-artifacts/evidence/prompts/M6-P3003.json,TODO,,2026-09-07T22:39:39,0
M6-P3004,190,ANALYST_ARCHITECT,m6-analyst-architect,PR_PILOT,PR_PILOT,OWNER_SIGNOFF_PACKET,00-spec/prompts/0190_M6-P3004_OWNER_SIGNOFF_PACKET.xml.md,true,false,EVIDENCE_GATE,M6-P3003,04-artifacts/evidence/prompts/M6-P3004.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/registers/DECISION_REGISTER.md,04-artifacts/evidence/prompts/M6-P3004.json;04-artifacts/analysis/pilot/OWNER_SIGNOFF_PACKET.md,TODO,,2026-09-07T22:39:39,0
M6-P3005,191,ANALYST_ARCHITECT,m6-analyst-architect,PR_PILOT,PR_PILOT,PILOT_READINESS_REVIEW,00-spec/prompts/0191_M6-P3005_PILOT_READINESS_REVIEW.xml.md,true,false,EVIDENCE_GATE,M6-P3004,04-artifacts/evidence/prompts/M6-P3005.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/registers/DECISION_REGISTER.md,04-artifacts/evidence/prompts/M6-P3005.json;04-artifacts/analysis/pilot/PILOT_READINESS_REVIEW.md,TODO,,2026-09-07T22:39:39,0
M6-P3006,192,PM_ORCHESTRATOR,m6-pm-orchestrator,PR_PILOT,PR_PILOT,PRODUCTION_FLAG_STILL_OFF_VERIFY,00-spec/prompts/0192_M6-P3006_PRODUCTION_FLAG_STILL_OFF_VERIFY.xml.md,true,false,EVIDENCE_GATE,M6-P3005,04-artifacts/evidence/prompts/M6-P3006.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/registers/DECISION_REGISTER.md,04-artifacts/evidence/prompts/M6-P3006.json,TODO,,2026-09-07T22:39:39,0
M6-P3007,193,ANALYST_ARCHITECT,m6-analyst-architect,PR_PILOT,PR_PILOT,ROLLBACK_READINESS,00-spec/prompts/0193_M6-P3007_ROLLBACK_READINESS.xml.md,true,false,EVIDENCE_GATE,M6-P3006,04-artifacts/evidence/prompts/M6-P3007.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/registers/DECISION_REGISTER.md,04-artifacts/evidence/prompts/M6-P3007.json;04-artifacts/analysis/pilot/ROLLBACK_READINESS.md,TODO,,2026-09-07T22:39:39,0
